ts,username,platform,ms_played,conn_country,ip_addr_decrypted,user_agent_decrypted,master_metadata_track_name,master_metadata_album_artist_name,master_metadata_album_album_name,spotify_track_uri,episode_name,episode_show_name,spotify_episode_uri,reason_start,reason_end,shuffle,skipped,offline,offline_timestamp,incognito_mode
2019-10-28T05:19:10Z,henwttch,"iOS 13.1.3 (iPhone11,8)",157982,US,147.126.10.21,unknown,Fireworks,Mitski,Puberty 2,spotify:track:5ZGaGCHi0YrSvsjj6QwETb,,,,clickrow,trackdone,False,,False,1572239792850,False
2015-05-12T03:25:33Z,henwttch,"iOS 8.3 (iPhone5,3)",233719,US,67.184.131.189,unknown,Swoon,Imogen Heap,Ellipse,spotify:track:0N99DbyDsOm26DPdfLQnzX,,,,trackdone,trackdone,True,False,False,0,False
2016-01-26T01:25:03Z,henwttch,"iOS 9.2 (iPhone8,1)",1253,US,66.87.77.95,unknown,Keep Breathing,Ingrid Michaelson,Be OK,spotify:track:33Fcvwkex4XC2ju0JIRg36,,,,fwdbtn,fwdbtn,True,True,False,0,False
2021-05-28T18:17:28Z,henwttch,"iOS 14.4 (iPhone11,8)",63715,US,166.175.62.60,unknown,Shh,Frou Frou,Details,spotify:track:0jXRQSoOA01VTmrVIDbhtm,,,,fwdbtn,fwdbtn,False,,False,1622225784524,False
2018-08-21T19:09:14Z,henwttch,"iOS 11.2.6 (iPhone9,1)",179172,US,99.203.14.253,unknown,bellyache,Billie Eilish,dont smile at me,spotify:track:1ni8ZTAY1GHXEFOGHl7fdg,,,,trackdone,trackdone,True,,False,1534878373726,False
2017-06-25T21:33:14Z,henwttch,"iOS 9.3.5 (iPhone8,1)",213880,US,24.1.237.116,unknown,Beautiful (feat. Superfruit),Betty Who,The Valley,spotify:track:2cLXI67NxGWvNzTaSAComY,,,,trackdone,trackdone,True,,False,0,False
2018-11-27T22:05:13Z,henwttch,"iOS 11.2.6 (iPhone9,1)",212226,US,147.126.10.153,unknown,Optimista,Caloncho,Bálsamo,spotify:track:22LGgFochmXJw5vVr5knDl,,,,trackdone,trackdone,True,,False,1543356100589,False
2019-11-30T20:23:24Z,henwttch,"iOS 13.1.3 (iPhone11,8)",191506,US,166.175.189.91,unknown,Blame It on Your Love (feat. Lizzo),Charli XCX,Charli,spotify:track:2RCUr24WkEe2r5Vv4oDKlN,,,,trackdone,trackdone,True,,False,1575145211731,False
2019-05-29T21:52:01Z,henwttch,"iOS 12.2 (iPhone9,1)",297146,US,99.203.143.89,unknown,Run-Time,Imogen Heap,Sparks (Deluxe Version),spotify:track:0i25ceFw9EqR3kTBqErNWC,,,,trackdone,trackdone,False,,False,1559165363967,False
2019-02-21T01:15:04Z,henwttch,"iOS 12.1.2 (iPhone9,1)",110919,US,147.126.10.153,unknown,Lonesome Love,Mitski,Be the Cowboy,spotify:track:5hgWjrfgnDb29uCaQ1UovU,,,,trackdone,trackdone,False,,False,1550711593060,False
2019-11-06T02:37:52Z,henwttch,"iOS 13.1.3 (iPhone11,8)",110919,US,147.126.10.21,unknown,Lonesome Love,Mitski,Be the Cowboy,spotify:track:5hgWjrfgnDb29uCaQ1UovU,,,,trackdone,trackdone,True,,False,1573007760537,False
2017-10-11T04:05:49Z,henwttch,"iOS 10.3.2 (iPhone8,1)",789,US,99.203.15.228,unknown,Electric Feel,MGMT,Oracular Spectacular,spotify:track:3FtYbEfBqAlGO46NUDQSAt,,,,fwdbtn,fwdbtn,True,,False,1507694747164,False
2020-02-29T19:37:20Z,henwttch,"iOS 13.3.1 (iPhone11,8)",68538,US,107.77.210.190,unknown,Missing U,Robyn,Honey,spotify:track:5mE2RcGPPbE4gNoLB6FYPf,,,,trackdone,fwdbtn,True,,False,1583004970414,False
2016-12-20T02:13:17Z,henwttch,"iOS 9.3.5 (iPhone8,1)",746,US,68.250.117.37,unknown,Noche de Estrellas,La Sonora Del Caribe,"Música Tropical de Colombia, Vol. 12",spotify:track:7rNm7pkT3EXQukuJbiTc03,,,,fwdbtn,backbtn,True,,False,0,False
2017-06-22T22:20:40Z,henwttch,"iOS 9.3.5 (iPhone8,1)",271088,US,66.87.76.171,unknown,The Louvre,Lorde,Melodrama,spotify:track:5q4BpnMrYEFzLO0dYODj6J,,,,trackdone,trackdone,False,,False,0,False
2022-02-25T19:41:08Z,henwttch,"iOS 14.8.1 (iPhone11,8)",188773,US,207.237.209.35,unknown,ride the dragon,FKA twigs,CAPRISONGS,spotify:track:15TXFTdwGEEL4jH9erTRnK,,,,trackdone,trackdone,True,,False,1645817879163,False
2021-10-18T00:25:04Z,henwttch,"iOS 14.8 (iPhone11,8)",171897,US,207.237.209.35,unknown,Anthony Kiedis,Remi Wolf,Juno,spotify:track:3xJu5hrOU9OvFQSGLQiwQS,,,,trackdone,trackdone,True,,False,1634516531540,False
2017-10-03T00:19:51Z,henwttch,"iOS 10.3.2 (iPhone8,1)",233720,US,143.195.39.107,unknown,Swoon,Imogen Heap,Ellipse,spotify:track:0N99DbyDsOm26DPdfLQnzX,,,,trackdone,trackdone,False,,False,1506989756770,False
2019-03-08T21:15:47Z,henwttch,"iOS 12.1.2 (iPhone9,1)",271088,US,73.36.189.15,unknown,The Louvre,Lorde,Melodrama,spotify:track:4YBDSEzVNQbvCvVIWNtruF,,,,trackdone,trackdone,False,,False,1552076859117,False
2021-01-26T05:23:32Z,henwttch,"iOS 14.3 (iPhone11,8)",205733,US,108.204.107.107,unknown,Plastic Hearts,Miley Cyrus,Plastic Hearts,spotify:track:6qCsKKS7Ol63SJW3LOIX5R,,,,trackdone,trackdone,False,,False,1611638382561,False
2015-10-27T00:41:33Z,henwttch,"iOS 8.4 (iPhone5,3)",270973,US,166.175.187.12,unknown,Never Let Me Go,Florence + The Machine,Ceremonials,spotify:track:144KZbiQJMd61zLcILmoq8,,,,trackdone,trackdone,True,False,False,0,False
2018-07-22T22:54:14Z,henwttch,"iOS 11.2.6 (iPhone9,1)",0,US,24.15.102.177,unknown,Count on Me,Bruno Mars,Doo-Wops & Hooligans,spotify:track:7l1qvxWjxcKpB9PCtBuTbU,,,,fwdbtn,fwdbtn,True,,False,1532300053075,False
2020-06-07T02:30:07Z,henwttch,"iOS 13.4.1 (iPhone11,8)",169440,US,108.204.107.107,unknown,SMS (Bangerz) (feat. Britney Spears),Miley Cyrus,Bangerz (Deluxe Version),spotify:track:0mRWl4amZn1FtRx2cE5jf3,,,,trackdone,trackdone,False,,False,1591496837285,False
2020-09-25T16:35:08Z,henwttch,"iOS 13.7 (iPhone11,8)",201755,US,107.77.207.14,unknown,Roll with Me,Charli XCX,Number 1 Angel,spotify:track:0D6VCA9ycrkk9kH9F0p0AB,,,,clickrow,trackdone,False,,False,1601051506816,False
2015-01-19T20:03:33Z,henwttch,"iOS 8.1.2 (iPhone5,3)",83870,US,69.136.170.168,unknown,You're Never Fully Dressed Without a Smile (2014 Film Version),Sia,You're Never Fully Dressed Without a Smile (2014 Film Version),spotify:track:0IjQeHaDwRljTnROP955YG,,,,fwdbtn,fwdbtn,True,True,False,0,False
2018-05-11T05:00:38Z,henwttch,"iOS 11.2.6 (iPhone9,1)",1253,US,99.203.142.102,unknown,Beautiful (feat. Superfruit),Betty Who,The Valley,spotify:track:2cLXI67NxGWvNzTaSAComY,,,,fwdbtn,fwdbtn,True,,False,1526014836889,False
2020-03-04T17:54:30Z,henwttch,"iOS 13.3.1 (iPhone11,8)",195472,US,99.55.204.166,unknown,10-20-40,Rina Sawayama,RINA,spotify:track:56YbKSljGEtc3kYD53PsKZ,,,,trackdone,trackdone,True,,False,1583344273667,False
2021-02-23T17:22:15Z,henwttch,"iOS 14.4 (iPhone11,8)",201440,US,108.204.107.107,unknown,Leaning On You,HAIM,Women In Music Pt. III,spotify:track:1BsEKaermhlrzSQpouxlmM,,,,trackdone,trackdone,True,,False,1614100732707,False
2020-09-01T00:09:50Z,henwttch,"iOS 13.6.1 (iPhone11,8)",281946,US,108.204.107.107,unknown,Video Games,Lana Del Rey,Born To Die,spotify:track:1GNIYBU1XhMSlAxJXiUBbC,,,,trackdone,trackdone,True,,False,1598918707589,False
2019-11-11T01:51:05Z,henwttch,"iOS 13.1.3 (iPhone11,8)",254773,US,147.126.10.156,unknown,Come To Mama,Lady Gaga,Joanne,spotify:track:5YWHg9507fUXvtdSW3x6cF,,,,clickrow,trackdone,False,,False,1573436810736,False
2019-11-21T02:31:27Z,henwttch,"iOS 13.1.3 (iPhone11,8)",172106,US,147.126.10.21,unknown,everytime,Ariana Grande,Sweetener,spotify:track:0WdR2AyLW1Drd3OUdwezM0,,,,clickrow,trackdone,False,,False,1574303312559,False
2021-03-12T05:11:24Z,henwttch,"iOS 14.4 (iPhone11,8)",148263,US,67.167.223.147,unknown,Spotlight,Jessie Ware,What's Your Pleasure?,spotify:track:0EtcGmf2mVZbHWq2ZGP3t7,,,,trackdone,endplay,True,,False,1615509322570,False
2018-03-02T03:50:34Z,henwttch,"iOS 10.3.2 (iPhone8,1)",204946,US,99.203.15.66,unknown,Hollywood - Single Version,MARINA,The Family Jewels,spotify:track:4mPWSBeODwdMmlQCnFrpkU,,,,fwdbtn,trackdone,True,,False,1519962429848,False
2015-04-04T02:31:51Z,henwttch,"iOS 8.1.2 (iPhone5,3)",18111,US,69.136.170.168,unknown,Empire State Of Mind,JAY-Z,The Blueprint 3,spotify:track:2igwFfvr1OAGX9SKDCPBwO,,,,trackdone,endplay,True,True,False,0,False
2022-05-06T19:23:18Z,henwttch,"iOS 15.4.1 (iPhone11,8)",193373,US,207.237.209.35,unknown,Gasoline,HAIM,Women In Music Pt. III,spotify:track:2oUq6l5hEPHQwHozEA4MjV,,,,trackdone,trackdone,True,,False,1651864803827,False
2021-01-10T04:21:30Z,henwttch,"iOS 14.2 (iPhone11,8)",249733,US,108.204.107.107,unknown,Don't Tell Me,Madonna,Celebration,spotify:track:5sC4GlhZ9zCb6gPxSIbX5j,,,,trackdone,trackdone,True,,False,1610252239710,False
2021-04-11T03:05:52Z,henwttch,"iOS 14.4 (iPhone11,8)",233970,US,108.204.107.107,unknown,Babygirl (feat. Uffie),Charli XCX,Number 1 Angel,spotify:track:1G2uiB6xTRkfrZvG7jk4Sc,,,,trackdone,trackdone,True,,False,1618110117531,True
2019-05-15T06:55:44Z,henwttch,"iOS 12.2 (iPhone9,1)",144541,US,73.36.189.15,unknown,DE AQUÍ NO SALES - Cap.4: Disputa,ROSALÍA,El Mal Querer,spotify:track:0CaiddWO1F3v4nTQGgfk9A,,,,fwdbtn,trackdone,True,,False,1557903199810,False
2020-12-27T22:49:24Z,henwttch,"iOS 14.2 (iPhone11,8)",152880,US,108.204.107.107,unknown,Tipsy,Chloe x Halle,Ungodly Hour,spotify:track:5GXuUITCCWAG4h8ABnQ8ve,,,,trackdone,trackdone,False,,False,1609109210230,False
2019-04-13T04:41:19Z,henwttch,"iOS 12.2 (iPhone9,1)",162466,US,147.126.10.153,unknown,9 to 5,Dolly Parton,9 To 5 And Odd Jobs,spotify:track:4w3tQBXhn5345eUXDGBWZG,,,,trackdone,trackdone,True,,False,1555130316412,False
2021-02-08T02:56:44Z,henwttch,"iOS 14.4 (iPhone11,8)",320466,US,108.204.107.107,unknown,One Of Us,Joan Osborne,Relish,spotify:track:1xNmF1Uep5OGutizZSbKvd,,,,trackdone,trackdone,True,,False,1612752683182,False
2019-07-17T20:41:44Z,henwttch,"iOS 12.3.1 (iPhone9,1)",128841,US,99.203.15.134,unknown,Get It Over With,Rihanna,Unapologetic,spotify:track:3NsVe4VhqzB2M0R282HJJB,,,,trackdone,fwdbtn,True,,False,1563395973744,False
2020-10-25T04:48:17Z,henwttch,"iOS 13.7 (iPhone11,8)",255893,US,166.175.62.149,unknown,Ungodly Hour,Chloe x Halle,Ungodly Hour,spotify:track:0JLcFGzhW8cs2H6AwQFSzC,,,,trackdone,trackdone,True,,False,1603601040276,False
2021-05-08T02:39:53Z,henwttch,"iOS 14.4 (iPhone11,8)",235733,US,24.148.42.122,unknown,Aura,Lady Gaga,ARTPOP,spotify:track:3fibIzbkYbvTmdoD5u2nPm,,,,trackdone,trackdone,True,,False,1620441356863,False
2016-03-22T17:38:36Z,henwttch,"iOS 9.2.1 (iPhone8,1)",186466,US,67.184.131.189,unknown,Desperado,Rihanna,ANTI,spotify:track:5I4ugX74O2xadBXW6BYrAQ,,,,trackdone,trackdone,True,False,False,0,False
2020-04-22T20:21:45Z,henwttch,"iOS 13.3.1 (iPhone11,8)",174674,US,99.55.204.166,unknown,xXXi_wud_nvrstøp_ÜXXx,100 gecs,1000 gecs,spotify:track:7vaFuClNKe02pjKYbXEJ46,,,,trackdone,trackdone,False,,False,1587586729647,False
2020-12-15T03:37:23Z,henwttch,"iOS 14.2 (iPhone11,8)",207880,US,108.204.107.107,unknown,Hotel Song,Regina Spektor,Begin to Hope,spotify:track:4IkPPxNahgW1jzC4l1kVU2,,,,trackdone,trackdone,True,,False,1608003233858,False
